Name,Set Number,Set Name,Price (1),Date (1),Price (2),Date (2),$ Change
Lyrilusc - Turquoise Warbler,LED8-EN044,Legendary Duelists: Synchro Storm,0.1,2021-11-08 ,0.13,2023-10-01 ,0.03
Lyrilusc - Assembled Nightingale,LED8-EN045,Legendary Duelists: Synchro Storm,0.17,2021-11-08 ,0.2,2023-10-01 ,0.03
Lyrilusc - Recital Starling,LED8-EN046,Legendary Duelists: Synchro Storm,0.13,2021-11-08 ,0.16,2023-10-01 ,0.03
Quillbolt Hedgehog,LED8-EN047,Legendary Duelists: Synchro Storm,0.09,2021-11-08 ,0.08,2023-10-01 ,-0.01
Synchron Explorer,LED8-EN048,Legendary Duelists: Synchro Storm,0.05,2021-11-08 ,0.04,2023-10-01 ,-0.01
Unknown Synchron,LED8-EN049,Legendary Duelists: Synchro Storm,0.07,2021-11-08 ,0.08,2023-10-01 ,0.01
Rush Warrior,LED8-EN050,Legendary Duelists: Synchro Storm,0.08,2021-11-08 ,0.05,2023-10-01 ,-0.03
"Mariamne, the True Dracophoenix",LED8-EN051,Legendary Duelists: Synchro Storm,0.1,2021-11-08 ,0.03,2023-10-01 ,-0.07
Stardust Warrior,LED8-EN052,Legendary Duelists: Synchro Storm,0.09,2021-11-08 ,0.14,2023-10-01 ,0.05
Stardust Assault Warrior,LED8-EN053,Legendary Duelists: Synchro Storm,0.08,2021-11-08 ,0.07,2023-10-01 ,-0.01
Totem Bird,LED8-EN054,Legendary Duelists: Synchro Storm,0.09,2021-11-08 ,0.12,2023-10-01 ,0.03
Tornado Dragon,LED8-EN055,Legendary Duelists: Synchro Storm,0.12,2021-11-08 ,0.19,2023-10-01 ,0.07
Quill Pen of Gulldos,LED8-EN056,Legendary Duelists: Synchro Storm,0.05,2021-11-08 ,0.09,2023-10-01 ,0.04
"Raviel, Lord of Phantasms - Shimmering Scraper",MP21-EN248,2021 Tin of Ancient Battles,0.4,2021-11-08 ,0.27,2023-10-01 ,-0.13
Infinite Impermanence,OP17-EN002,OTS Tournament Pack 17,290.31,2021-11-08 ,113.05,2023-10-01 ,-177.26
Infinite Impermanence,SDCS-EN036,Cyber Strike,10.11,2021-11-08 ,8.5,2023-10-01 ,-1.61
Infinite Impermanence,SDCS-EN036,Cyber Strike,10.11,2021-11-08 ,7.29,2023-10-01 ,-2.82
Black Luster Soldier - Soldier of Chaos,OP17-EN003,OTS Tournament Pack 17,143.28,2021-11-08 ,28.72,2023-10-01 ,-114.56
Power Bond,OP17-EN004,OTS Tournament Pack 17,1.7,2021-11-08 ,0.44,2023-10-01 ,-1.26
Power Bond,SDCS-EN047,Cyber Strike,0.18,2021-11-08 ,0.2,2023-10-01 ,0.02
Power Bond,SDCS-EN047,Cyber Strike,0.18,2021-11-08 ,0.18,2023-10-01 ,0.0
Field Center Token: Shooting Majestic Star Dragon (Dawn Of Majesty),Promo,Dawn of Majesty,0.96,2021-11-08 ,1.11,2023-10-01 ,0.15
Attachment Cybern,SDCS-EN001,Cyber Strike,0.17,2021-11-08 ,0.14,2023-10-01 ,-0.03
Attachment Cybern,SDCS-EN001,Cyber Strike,0.17,2021-11-08 ,0.07,2023-10-01 ,-0.1
Cyberdark Chimera,SDCS-EN002,Cyber Strike,0.62,2021-11-08 ,0.22,2023-10-01 ,-0.4
Cyberdark Chimera,SDCS-EN002,Cyber Strike,0.62,2021-11-08 ,0.16,2023-10-01 ,-0.46
Cyber Dragon Zwei,SDCS-EN004,Cyber Strike,0.14,2021-11-08 ,0.03,2023-10-01 ,-0.11
Cyber Dragon Zwei,SDCS-EN004,Cyber Strike,0.14,2021-11-08 ,0.13,2023-10-01 ,-0.01
Cyber Dragon Drei,SDCS-EN005,Cyber Strike,0.16,2021-11-08 ,0.07,2023-10-01 ,-0.09
Cyber Dragon Drei,SDCS-EN005,Cyber Strike,0.16,2021-11-08 ,0.15,2023-10-01 ,-0.01
Cyber Dragon Vier,SDCS-EN006,Cyber Strike,0.14,2021-11-08 ,0.11,2023-10-01 ,-0.03
Cyber Dragon Vier,SDCS-EN006,Cyber Strike,0.14,2021-11-08 ,0.04,2023-10-01 ,-0.1
Cyber Dragon Nachster,SDCS-EN007,Cyber Strike,0.24,2021-11-08 ,0.2,2023-10-01 ,-0.04
Cyber Dragon Nachster,SDCS-EN007,Cyber Strike,0.24,2021-11-08 ,0.18,2023-10-01 ,-0.06
Cyber Dragon Core,SDCS-EN008,Cyber Strike,0.16,2021-11-08 ,0.22,2023-10-01 ,0.06
Cyber Dragon Core,SDCS-EN008,Cyber Strike,0.16,2021-11-08 ,0.19,2023-10-01 ,0.03
Cyber Dragon Herz,SDCS-EN009,Cyber Strike,0.7,2021-11-08 ,0.21,2023-10-01 ,-0.49
Cyber Dragon Herz,SDCS-EN009,Cyber Strike,0.7,2021-11-08 ,0.18,2023-10-01 ,-0.52
Cyber Pharos,SDCS-EN010,Cyber Strike,0.16,2021-11-08 ,0.14,2023-10-01 ,-0.02
Cyber Valley,SDCS-EN011,Cyber Strike,0.16,2021-11-08 ,0.15,2023-10-01 ,-0.01
Cyber Valley,SDCS-EN011,Cyber Strike,0.16,2021-11-08 ,0.1,2023-10-01 ,-0.06
Cyber Phoenix,SDCS-EN012,Cyber Strike,0.14,2021-11-08 ,0.05,2023-10-01 ,-0.09
Cyber Phoenix,SDCS-EN012,Cyber Strike,0.14,2021-11-08 ,0.01,2023-10-01 ,-0.13
Cyberdark Horn,SDCS-EN013,Cyber Strike,0.15,2021-11-08 ,0.08,2023-10-01 ,-0.07
Cyberdark Edge,SDCS-EN014,Cyber Strike,0.13,2021-11-08 ,0.1,2023-10-01 ,-0.03
Cyberdark Keel,SDCS-EN015,Cyber Strike,0.14,2021-11-08 ,0.1,2023-10-01 ,-0.04
Cyberdark Cannon,SDCS-EN016,Cyber Strike,0.17,2021-11-08 ,0.1,2023-10-01 ,-0.07
Cyberdark Claw,SDCS-EN017,Cyber Strike,0.17,2021-11-08 ,0.5,2023-10-01 ,0.33
Cyberdark Claw,SDCS-EN017,Cyber Strike,0.17,2021-11-08 ,0.12,2023-10-01 ,-0.05
Leng Ling,SDCS-EN018,Cyber Strike,0.19,2021-11-08 ,0.06,2023-10-01 ,-0.13
"Jizukiru, the Star Destroying Kaiju",SDCS-EN019,Cyber Strike,0.2,2021-11-08 ,0.24,2023-10-01 ,0.04
"Jizukiru, the Star Destroying Kaiju",SDCS-EN019,Cyber Strike,0.2,2021-11-08 ,0.17,2023-10-01 ,-0.03
"Gizmek Orochi, the Serpentron Sky Slasher",SDCS-EN020,Cyber Strike,0.23,2021-11-08 ,0.16,2023-10-01 ,-0.07
"Gizmek Orochi, the Serpentron Sky Slasher",SDCS-EN020,Cyber Strike,0.23,2021-11-08 ,0.16,2023-10-01 ,-0.07
Gale Dogra,SDCS-EN021,Cyber Strike,0.17,2021-11-08 ,0.17,2023-10-01 ,0.0
Gale Dogra,SDCS-EN021,Cyber Strike,0.17,2021-11-08 ,0.16,2023-10-01 ,-0.01
Cyber Eternal,SDCS-EN022,Cyber Strike,0.24,2021-11-08 ,0.27,2023-10-01 ,0.03
Cyber Eternal,SDCS-EN022,Cyber Strike,0.24,2021-11-08 ,0.13,2023-10-01 ,-0.11
Cyberdark Realm,SDCS-EN023,Cyber Strike,0.62,2021-11-08 ,0.17,2023-10-01 ,-0.45
Cyberdark Realm,SDCS-EN023,Cyber Strike,0.62,2021-11-08 ,0.26,2023-10-01 ,-0.36
Cyber Repair Plant,SDCS-EN024,Cyber Strike,0.2,2021-11-08 ,0.03,2023-10-01 ,-0.17
Cyber Repair Plant,SDCS-EN024,Cyber Strike,0.2,2021-11-08 ,0.08,2023-10-01 ,-0.12
Cyberload Fusion,SDCS-EN026,Cyber Strike,0.18,2021-11-08 ,0.1,2023-10-01 ,-0.08
Cyberload Fusion,SDCS-EN026,Cyber Strike,0.18,2021-11-08 ,0.12,2023-10-01 ,-0.06
Cyberdark Impact!,SDCS-EN027,Cyber Strike,0.13,2021-11-08 ,0.05,2023-10-01 ,-0.08
Cyberdark Inferno,SDCS-EN028,Cyber Strike,0.15,2021-11-08 ,0.09,2023-10-01 ,-0.06
Future Fusion,SDCS-EN029,Cyber Strike,0.17,2021-11-08 ,0.23,2023-10-01 ,0.06
Future Fusion,SDCS-EN029,Cyber Strike,0.17,2021-11-08 ,0.2,2023-10-01 ,0.03
Fusion Tag,SDCS-EN031,Cyber Strike,0.15,2021-11-08 ,0.01,2023-10-01 ,-0.14
Fusion Tag,SDCS-EN031,Cyber Strike,0.15,2021-11-08 ,0.1,2023-10-01 ,-0.05
Machine Duplication,SDCS-EN032,Cyber Strike,0.38,2021-11-08 ,0.22,2023-10-01 ,-0.16
Machine Duplication,SDCS-EN032,Cyber Strike,0.38,2021-11-08 ,0.15,2023-10-01 ,-0.23
Limiter Removal,SDCS-EN033,Cyber Strike,0.17,2021-11-08 ,0.11,2023-10-01 ,-0.06
Limiter Removal,SDCS-EN033,Cyber Strike,0.17,2021-11-08 ,0.14,2023-10-01 ,-0.03
Cyberdark Invasion,SDCS-EN034,Cyber Strike,0.18,2021-11-08 ,0.14,2023-10-01 ,-0.04
Cyberdark Invasion,SDCS-EN034,Cyber Strike,0.18,2021-11-08 ,0.13,2023-10-01 ,-0.05
Cybernetic Revolution,SDCS-EN035,Cyber Strike,0.16,2021-11-08 ,0.12,2023-10-01 ,-0.04
Power Wall,SDCS-EN037,Cyber Strike,0.14,2021-11-08 ,0.09,2023-10-01 ,-0.05
Call of the Haunted,SDCS-EN038,Cyber Strike,0.18,2021-11-08 ,0.22,2023-10-01 ,0.04
Call of the Haunted,SDCS-EN038,Cyber Strike,0.18,2021-11-08 ,0.13,2023-10-01 ,-0.05
Paleozoic Canadia,SDCS-EN039,Cyber Strike,0.18,2021-11-08 ,0.22,2023-10-01 ,0.04
Paleozoic Canadia,SDCS-EN039,Cyber Strike,0.18,2021-11-08 ,0.14,2023-10-01 ,-0.04
Cybernetic Overflow,SDCS-EN040,Cyber Strike,0.14,2021-11-08 ,0.02,2023-10-01 ,-0.12
Cybernetic Overflow,SDCS-EN040,Cyber Strike,0.14,2021-11-08 ,0.1,2023-10-01 ,-0.04
Chimeratech Overdragon,SDCS-EN042,Cyber Strike,0.16,2021-11-08 ,0.1,2023-10-01 ,-0.06
Chimeratech Overdragon,SDCS-EN042,Cyber Strike,0.16,2021-11-08 ,0.14,2023-10-01 ,-0.02
Cyberdarkness Dragon,SDCS-EN043,Cyber Strike,0.14,2021-11-08 ,0.12,2023-10-01 ,-0.02
Cyberdark End Dragon,SDCS-EN044,Cyber Strike,0.67,2021-11-08 ,0.32,2023-10-01 ,-0.35
Cyberdark End Dragon,SDCS-EN044,Cyber Strike,0.67,2021-11-08 ,0.19,2023-10-01 ,-0.48
Cyberdark Dragon,SDCS-EN045,Cyber Strike,0.18,2021-11-08 ,0.11,2023-10-01 ,-0.07
Cyberdark Dragon,SDCS-EN045,Cyber Strike,0.18,2021-11-08 ,0.2,2023-10-01 ,0.02
Cybernetic Horizon,SDCS-EN046,Cyber Strike,0.58,2021-11-08 ,0.12,2023-10-01 ,-0.46
Cybernetic Horizon,SDCS-EN046,Cyber Strike,0.58,2021-11-08 ,0.14,2023-10-01 ,-0.44
Overload Fusion,SDCS-EN048,Cyber Strike,0.22,2021-11-08 ,0.12,2023-10-01 ,-0.1
Heritage of the Light,BODE-EN000,Burst of Destiny,0.1,2021-11-08 ,0.06,2023-10-01 ,-0.04
Rokket Caliber,BODE-EN001,Burst of Destiny,2.01,2021-11-08 ,1.76,2023-10-01 ,-0.25
Double Disruptor Dragon,BODE-EN002,Burst of Destiny,0.24,2021-11-08 ,0.25,2023-10-01 ,0.01
Swordsoul of Mo Ye,BODE-EN003,Burst of Destiny,65.63,2021-11-08 ,8.86,2023-10-01 ,-56.77
Swordsoul of Taia,BODE-EN004,Burst of Destiny,0.59,2021-11-08 ,0.31,2023-10-01 ,-0.28
Swordsoul Strategist Longyuan,BODE-EN005,Burst of Destiny,3.58,2021-11-08 ,0.85,2023-10-01 ,-2.73
Swordsoul Auspice Chunjun,BODE-EN006,Burst of Destiny,0.2,2021-11-08 ,0.16,2023-10-01 ,-0.04
"Incredible Ecclesia, the Virtuous (Secret Rare)",BODE-EN007,Burst of Destiny,60.43,2021-11-08 ,4.41,2023-10-01 ,-56.02
"Incredible Ecclesia, the Virtuous (Starlight Rare)",BODE-EN007,Burst of Destiny,503.54,2021-11-08 ,229.9,2023-10-01 ,-273.64
Icejade Acti,BODE-EN008,Burst of Destiny,0.11,2021-11-08 ,0.09,2023-10-01 ,-0.02
Icejade Tinola,BODE-EN009,Burst of Destiny,0.1,2021-11-08 ,0.09,2023-10-01 ,-0.01
Icejade Tremora,BODE-EN010,Burst of Destiny,3.19,2021-11-08 ,1.52,2023-10-01 ,-1.67
Ad Libitum of Despia,BODE-EN011,Burst of Destiny,0.43,2021-11-08 ,0.41,2023-10-01 ,-0.02
Floowandereeze & Snowl (Secret Rare),BODE-EN012,Burst of Destiny,3.46,2021-11-08 ,1.52,2023-10-01 ,-1.94
Floowandereeze & Snowl (Starlight Rare),BODE-EN012,Burst of Destiny,138.34,2021-11-08 ,54.38,2023-10-01 ,-83.96
Floowandereeze & Robina,BODE-EN013,Burst of Destiny,1.1,2021-11-08 ,0.98,2023-10-01 ,-0.12
Floowandereeze & Eglen,BODE-EN014,Burst of Destiny,0.86,2021-11-08 ,1.2,2023-10-01 ,0.34
Floowandereeze & Stri,BODE-EN015,Burst of Destiny,0.16,2021-11-08 ,0.05,2023-10-01 ,-0.11
Floowandereeze & Toccan,BODE-EN016,Burst of Destiny,0.18,2021-11-08 ,0.08,2023-10-01 ,-0.1
Floowandereeze & Empen,BODE-EN017,Burst of Destiny,26.09,2021-11-08 ,10.84,2023-10-01 ,-15.25
Destiny HERO - Denier,BODE-EN018,Burst of Destiny,0.65,2021-11-08 ,0.53,2023-10-01 ,-0.12
Reptilianne Nyami,BODE-EN019,Burst of Destiny,0.15,2021-11-08 ,0.05,2023-10-01 ,-0.1
Reptilianne Coatl,BODE-EN020,Burst of Destiny,0.14,2021-11-08 ,0.1,2023-10-01 ,-0.04
Maginificent Magikey Mafteal,BODE-EN021,Burst of Destiny,0.15,2021-11-08 ,0.07,2023-10-01 ,-0.08
Gunkan Suship Uni,BODE-EN022,Burst of Destiny,0.21,2021-11-08 ,0.11,2023-10-01 ,-0.1
Gunkan Suship Shirauo,BODE-EN023,Burst of Destiny,0.18,2021-11-08 ,0.11,2023-10-01 ,-0.07
Penguin Squire,BODE-EN024,Burst of Destiny,0.14,2021-11-08 ,0.12,2023-10-01 ,-0.02
Penguin Ninja,BODE-EN025,Burst of Destiny,0.11,2021-11-08 ,0.07,2023-10-01 ,-0.04
Penguin Cleric,BODE-EN026,Burst of Destiny,0.11,2021-11-08 ,0.14,2023-10-01 ,0.03
Starry Knight Orbitael,BODE-EN027,Burst of Destiny,0.14,2021-11-08 ,0.05,2023-10-01 ,-0.09
Machina Ruinforce,BODE-EN028,Burst of Destiny,1.57,2021-11-08 ,0.56,2023-10-01 ,-1.01
Mimicking Man-Eater Bug,BODE-EN029,Burst of Destiny,0.15,2021-11-08 ,0.08,2023-10-01 ,-0.07
Lord of the Heavenly Prison,BODE-EN030,Burst of Destiny,27.82,2021-11-08 ,5.25,2023-10-01 ,-22.57
Fengli the Soldrapom,BODE-EN031,Burst of Destiny,0.09,2021-11-08 ,0.09,2023-10-01 ,0.0
Geminize Lord Golknight,BODE-EN032,Burst of Destiny,0.09,2021-11-08 ,0.05,2023-10-01 ,-0.04
Undaunted Bumpkin Beast,BODE-EN033,Burst of Destiny,0.12,2021-11-08 ,0.04,2023-10-01 ,-0.08
Meowseclick,BODE-EN034,Burst of Destiny,0.2,2021-11-08 ,0.16,2023-10-01 ,-0.04
Outstanding Dog Mary,BODE-EN035,Burst of Destiny,0.1,2021-11-08 ,0.09,2023-10-01 ,-0.01
Borreload Riot Dragon,BODE-EN036,Burst of Destiny,1.12,2021-11-08 ,0.43,2023-10-01 ,-0.69
Transonic Bird,BODE-EN037,Burst of Destiny,0.08,2021-11-08 ,0.09,2023-10-01 ,0.01
Masquerade the Blazing Dragon,BODE-EN038,Burst of Destiny,3.02,2021-11-08 ,2.3,2023-10-01 ,-0.72
Destiny HERO - Destroyer Phoenix Enforcer,BODE-EN039,Burst of Destiny,92.41,2021-11-08 ,4.97,2023-10-01 ,-87.44
Ultimate Flagship Ursatron,BODE-EN040,Burst of Destiny,0.19,2021-11-08 ,0.18,2023-10-01 ,-0.01
Swordsoul Grandmaster - Chixiao (Secret Rare),BODE-EN041,Burst of Destiny,20.45,2021-11-08 ,4.75,2023-10-01 ,-15.7
Swordsoul Grandmaster - Chixiao (Starlight Rare),BODE-EN041,Burst of Destiny,230.6,2021-11-08 ,179.58,2023-10-01 ,-51.02
Swordsoul Supreme Sovereign - Chengying,BODE-EN042,Burst of Destiny,2.0,2021-11-08 ,4.58,2023-10-01 ,2.58
Reptilianne Melusine,BODE-EN043,Burst of Destiny,0.25,2021-11-08 ,0.23,2023-10-01 ,-0.02
Magikey Fiend - Transfurlmine,BODE-EN044,Burst of Destiny,0.21,2021-11-08 ,0.21,2023-10-01 ,0.0
"Zoroa, the Magistus Conflagrant Calamity",BODE-EN045,Burst of Destiny,2.24,2021-11-08 ,0.59,2023-10-01 ,-1.65
Cupid Pitch,BODE-EN046,Burst of Destiny,0.2,2021-11-08 ,0.07,2023-10-01 ,-0.13
Magikey Spirit - Vepartu,BODE-EN047,Burst of Destiny,0.35,2021-11-08 ,0.23,2023-10-01 ,-0.12
Gunkan Suship Uni-class Super-Dreadnought,BODE-EN048,Burst of Destiny,0.36,2021-11-08 ,0.28,2023-10-01 ,-0.08
Gunkan Suship Shirauo-class Carrier,BODE-EN049,Burst of Destiny,0.21,2021-11-08 ,0.09,2023-10-01 ,-0.12
Borrelcode Dragon,BODE-EN050,Burst of Destiny,1.99,2021-11-08 ,0.69,2023-10-01 ,-1.3
Evil Twin's Trouble Sunny (Ultra Rare),BODE-EN051,Burst of Destiny,11.5,2021-11-08 ,0.66,2023-10-01 ,-10.84
Evil Twin's Trouble Sunny (Starlight Rare),BODE-EN051,Burst of Destiny,374.68,2021-11-08 ,141.88,2023-10-01 ,-232.8
Heavy Interlock,BODE-EN052,Burst of Destiny,0.25,2021-11-08 ,0.21,2023-10-01 ,-0.04
Swordsoul Emergence,BODE-EN053,Burst of Destiny,13.31,2021-11-08 ,4.2,2023-10-01 ,-9.11
Swordsoul Sacred Summit,BODE-EN054,Burst of Destiny,0.27,2021-11-08 ,0.23,2023-10-01 ,-0.04
Branded in High Spirits,BODE-EN055,Burst of Destiny,0.28,2021-11-08 ,0.43,2023-10-01 ,0.15
Icejade Cradle,BODE-EN056,Burst of Destiny,0.23,2021-11-08 ,0.34,2023-10-01 ,0.11
Branded in Red,BODE-EN057,Burst of Destiny,0.49,2021-11-08 ,1.71,2023-10-01 ,1.22
Floowandereeze and the Magnificent Map,BODE-EN058,Burst of Destiny,7.08,2021-11-08 ,0.51,2023-10-01 ,-6.57
Floowandereeze and the Unexplored Winds,BODE-EN059,Burst of Destiny,0.39,2021-11-08 ,0.51,2023-10-01 ,0.12
Reptilianne Ramifications,BODE-EN060,Burst of Destiny,0.24,2021-11-08 ,0.22,2023-10-01 ,-0.02
Reptilianne Recoil,BODE-EN061,Burst of Destiny,0.1,2021-11-08 ,0.08,2023-10-01 ,-0.02
Magikey Battle,BODE-EN062,Burst of Destiny,0.12,2021-11-08 ,0.09,2023-10-01 ,-0.03
Royal Penguins Garden,BODE-EN063,Burst of Destiny,0.13,2021-11-08 ,0.14,2023-10-01 ,0.01
Sonic Tracker,BODE-EN064,Burst of Destiny,0.08,2021-11-08 ,0.1,2023-10-01 ,0.02
Sunvine Sowing,BODE-EN065,Burst of Destiny,0.16,2021-11-08 ,0.2,2023-10-01 ,0.04
Ursarctic Drytron,BODE-EN066,Burst of Destiny,0.09,2021-11-08 ,0.08,2023-10-01 ,-0.01
Supernatural Danger Zone,BODE-EN067,Burst of Destiny,0.18,2021-11-08 ,0.17,2023-10-01 ,-0.01
Night Flight,BODE-EN068,Burst of Destiny,0.1,2021-11-08 ,0.03,2023-10-01 ,-0.07
Magical Cylinders,BODE-EN070,Burst of Destiny,0.2,2021-11-08 ,0.06,2023-10-01 ,-0.14
Detonation Code,BODE-EN071,Burst of Destiny,0.1,2021-11-08 ,0.03,2023-10-01 ,-0.07
Swordsoul Assessment,BODE-EN072,Burst of Destiny,0.12,2021-11-08 ,0.04,2023-10-01 ,-0.08
Swordsoul Blackout,BODE-EN073,Burst of Destiny,0.14,2021-11-08 ,0.12,2023-10-01 ,-0.02
Floowandereeze and the Dreaming Town,BODE-EN074,Burst of Destiny,0.41,2021-11-08 ,0.36,2023-10-01 ,-0.05
Floowandereeze and the Scary Sea,BODE-EN075,Burst of Destiny,0.34,2021-11-08 ,0.23,2023-10-01 ,-0.11
Break the Destiny,BODE-EN076,Burst of Destiny,0.23,2021-11-08 ,0.08,2023-10-01 ,-0.15
Magikey Locking,BODE-EN077,Burst of Destiny,0.13,2021-11-08 ,0.09,2023-10-01 ,-0.04
Stained Glass of Light & Dark,BODE-EN078,Burst of Destiny,0.28,2021-11-08 ,0.25,2023-10-01 ,-0.03
Giant Starfall,BODE-EN079,Burst of Destiny,0.14,2021-11-08 ,0.05,2023-10-01 ,-0.09
Laundry Trap,BODE-EN080,Burst of Destiny,0.11,2021-11-08 ,0.03,2023-10-01 ,-0.08
Night Sword Serpent,BODE-EN081,Burst of Destiny,0.08,2021-11-08 ,0.05,2023-10-01 ,-0.03
D.D. Assault Carrier,BODE-EN082,Burst of Destiny,0.1,2021-11-08 ,0.04,2023-10-01 ,-0.06
Abyss Keeper,BODE-EN083,Burst of Destiny,0.1,2021-11-08 ,0.05,2023-10-01 ,-0.05
Apex Predation,BODE-EN084,Burst of Destiny,0.12,2021-11-08 ,0.05,2023-10-01 ,-0.07
Beetrooper Assault Roller,BODE-EN085,Burst of Destiny,0.17,2021-11-08 ,0.06,2023-10-01 ,-0.11
Beetrooper Light Flapper,BODE-EN086,Burst of Destiny,0.77,2021-11-08 ,0.22,2023-10-01 ,-0.55
Heavy Beetrooper Mighty Neptune,BODE-EN087,Burst of Destiny,0.88,2021-11-08 ,0.33,2023-10-01 ,-0.55
Ultra Beetrooper Absolute Hercules,BODE-EN088,Burst of Destiny,0.46,2021-11-08 ,0.37,2023-10-01 ,-0.09
Beetrooper Descent,BODE-EN089,Burst of Destiny,0.94,2021-11-08 ,0.31,2023-10-01 ,-0.63
Beetrooper Landing,BODE-EN090,Burst of Destiny,0.14,2021-11-08 ,0.07,2023-10-01 ,-0.07
Beetrooper Squad,BODE-EN091,Burst of Destiny,0.1,2021-11-08 ,0.03,2023-10-01 ,-0.07
Flip Frozen,BODE-EN092,Burst of Destiny,0.11,2021-11-08 ,0.06,2023-10-01 ,-0.05
Bravedrive,BODE-EN093,Burst of Destiny,0.12,2021-11-08 ,0.05,2023-10-01 ,-0.07
Rebuildeer,BODE-EN094,Burst of Destiny,0.11,2021-11-08 ,0.04,2023-10-01 ,-0.07
Threshold Borg,BODE-EN095,Burst of Destiny,0.13,2021-11-08 ,0.06,2023-10-01 ,-0.07
Cynet Crosswipe,BODE-EN096,Burst of Destiny,0.11,2021-11-08 ,0.09,2023-10-01 ,-0.02
Danger! Disturbance! Disorder!,BODE-EN097,Burst of Destiny,0.11,2021-11-08 ,0.03,2023-10-01 ,-0.08
Bayonet Punisher,BODE-EN098,Burst of Destiny,0.2,2021-11-08 ,0.17,2023-10-01 ,-0.03
Cynet Cascade,BODE-EN099,Burst of Destiny,0.12,2021-11-08 ,0.04,2023-10-01 ,-0.08
Elemental HERO Stratos (Starlight Rare),BODE-EN100,Burst of Destiny,411.0,2021-11-08 ,253.32,2023-10-01 ,-157.68
Floowandereeze & Empen (BODE-ENSP1),BODE-ENSP1,Burst of Destiny,30.87,2021-11-08 ,8.38,2023-10-01 ,-22.49
Blue-Eyes White Dragon,MGED-EN001,Maximum Gold: El Dorado,6.51,2021-11-20 ,2.24,2023-10-01 ,-4.27
Dark Magician,MGED-EN002,Maximum Gold: El Dorado,7.21,2021-11-20 ,1.91,2023-10-01 ,-5.3
Red-Eyes Black Dragon,MGED-EN003,Maximum Gold: El Dorado,8.54,2021-11-20 ,2.76,2023-10-01 ,-5.78
Elemental HERO Neos,MGED-EN004,Maximum Gold: El Dorado,1.76,2021-11-20 ,0.37,2023-10-01 ,-1.39
Exodia the Forbidden One,MGED-EN005,Maximum Gold: El Dorado,3.62,2021-11-20 ,1.18,2023-10-01 ,-2.44
Rescue Cat (Alternate Art),MGED-EN006,Maximum Gold: El Dorado,7.36,2021-11-20 ,1.96,2023-10-01 ,-5.4
Destiny HERO - Plasma,MGED-EN007,Maximum Gold: El Dorado,2.78,2021-11-20 ,0.26,2023-10-01 ,-2.52
Fossil Dyna Pachycephalo,MGED-EN008,Maximum Gold: El Dorado,0.5,2021-11-20 ,0.76,2023-10-01 ,0.26
Red-Eyes Darkness Metal Dragon,MGED-EN009,Maximum Gold: El Dorado,2.1,2021-11-20 ,0.74,2023-10-01 ,-1.36
Red-Eyes Darkness Metal Dragon (Alternate Art),MGED-EN009,Maximum Gold: El Dorado,3.23,2021-11-20 ,0.96,2023-10-01 ,-2.27
Scrap Chimera,MGED-EN010,Maximum Gold: El Dorado,2.22,2021-11-20 ,1.28,2023-10-01 ,-0.94
"Tempest, Dragon Ruler of Storms",MGED-EN011,Maximum Gold: El Dorado,0.34,2021-11-20 ,0.2,2023-10-01 ,-0.14
PSY-Framegear Gamma,MGED-EN012,Maximum Gold: El Dorado,3.66,2021-11-20 ,0.95,2023-10-01 ,-2.71
Familiar-Possessed - Lyna,MGED-EN013,Maximum Gold: El Dorado,0.85,2021-11-20 ,0.24,2023-10-01 ,-0.61
Ultimate Conductor Tyranno,MGED-EN014,Maximum Gold: El Dorado,0.88,2021-11-20 ,0.42,2023-10-01 ,-0.46
Souleating Oviraptor,MGED-EN015,Maximum Gold: El Dorado,1.3,2021-11-20 ,0.4,2023-10-01 ,-0.9
The Weather Painter Snow,MGED-EN016,Maximum Gold: El Dorado,0.33,2021-11-20 ,0.22,2023-10-01 ,-0.11
Sky Striker Ace - Raye,MGED-EN017,Maximum Gold: El Dorado,0.44,2021-11-20 ,0.17,2023-10-01 ,-0.27
Danger! Bigfoot!,MGED-EN018,Maximum Gold: El Dorado,1.82,2021-11-20 ,0.58,2023-10-01 ,-1.24
Danger! Bigfoot! (Alternate Art),MGED-EN018,Maximum Gold: El Dorado,3.43,2021-11-20 ,0.78,2023-10-01 ,-2.65
Danger! Nessie!,MGED-EN019,Maximum Gold: El Dorado,1.4,2021-11-20 ,0.96,2023-10-01 ,-0.44
Rokket Tracer,MGED-EN020,Maximum Gold: El Dorado,0.46,2021-11-20 ,0.23,2023-10-01 ,-0.23
Chamber Dragonmaid,MGED-EN022,Maximum Gold: El Dorado,15.84,2021-11-20 ,9.7,2023-10-01 ,-6.14
Eldlich the Golden Lord,MGED-EN024,Maximum Gold: El Dorado,4.91,2021-11-20 ,2.07,2023-10-01 ,-2.84
Invoked Mechaba,MGED-EN025,Maximum Gold: El Dorado,1.26,2021-11-20 ,0.23,2023-10-01 ,-1.03
Evolzar Laggia,MGED-EN028,Maximum Gold: El Dorado,0.55,2021-11-20 ,0.38,2023-10-01 ,-0.17
Primathmech Alembertian,MGED-EN030,Maximum Gold: El Dorado,0.99,2021-11-20 ,0.59,2023-10-01 ,-0.4
Number C1000: Numerounius,MGED-EN031,Maximum Gold: El Dorado,2.44,2021-11-20 ,0.31,2023-10-01 ,-2.13
